,Author Name,Review Date,Reviewer Ratings,Likes,Review Body,Developer Reply
5064,金的藍,2019年5月11日,1,0, 嗎的，一大堆的外掛是怎樣,"HotCool Game2019年5月11日親愛的玩家，您好！

很抱歉讓您遇到這樣的情況！
若遇此類情形，您可聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報。若確認有玩家進行遊戲時使用非法程式破壞遊戲環境，進而影響多數玩家的遊戲體驗，對此我們絕不姑息，並根據調查結果採取必要行動。

若您未來還有任何建議或想法，歡迎隨時透過遊戲設定內的客服或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5065,黃希慶,2019年5月24日,1,0, 很lag，而且不尊重台灣玩家,
5066,黃明文,2019年6月2日,3,0, 為什麼沒台灣國旗，台灣是個國家！,
5067,那個冠,2019年4月18日,5,0, 讚，台服太ㄅㄧㄤˋ了,
5068,ho Chang,2019年4月20日,1,1, 沒有中華民國國旗🇹🇼 看了就不想玩,
5069,努力想了,2019年4月20日,1,0, 下載到一半就要重來是怎樣？,"HotCool Game2019年4月20日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5070,陳宗慶,2019年4月19日,1,0, 原來要玩我就是五星旗，真是夠了，移除,
5071,墮落惡夢,2019年5月13日,5,0, 啊所以和平菁英有打算開台服嗎？,"HotCool Game2019年4月26日親愛的玩家，您好!

感謝您寶貴的意見，我們已經記錄您的意見，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5072,劉定誌,2019年4月22日,1,0, 中華民國呢？ 不敢就不要在中華民國上市,
5073,我不吃零食,2019年4月22日,1,0, 下載太久，毒圈縮超快,
5074,黃新,2019年4月25日,1,0, 沒有青天白日滿地紅的國旗。,
5075,神隱龍,2019年4月24日,1,0, 這真的是PUBG嗎？BUG為什麼可以那麼多有認真完善這個遊戲嗎？到底???,
5076,A. R. M. Y閔琴,2019年4月24日,1,0, 爛死了，網路好一直卡，一直出現網路問題,
5077,Jim俊慶,2019年5月2日,1,0, 把中華民國國旗放上去🇹🇼🇹🇼🇹🇼賺台灣人錢之前 國籍要對吧,
5078,里恩,2019年5月6日,3,1, 我需要台灣國旗,
5079,昆益蔡,2019年5月6日,1,1, 我要台灣國旗,
5080,周登廷,2019年5月12日,1,0, 嗯…我下載了3次，卻都沒有成功，這樣是怎樣？,"HotCool Game2019年5月12日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5081,siyu liu,2019年5月20日,1,0, 下载到一半弹出错误，无法下载,"HotCool Game2019年5月20日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5082,Conashin Chen,2019年6月4日,1,0, 中華台北是什麼東西，我要的是台灣，我的祖國，不是離島。,
5083,黃明章,2019年4月18日,5,0, 遊戲體驗非常的不錯,
5084,楊文文,2019年4月18日,5,0, 好好玩我喜歡,
5085,吳民智,2019年4月18日,5,0, 好玩好玩好玩超好玩的推薦玩一玩,
5086,雅玟雅玟,2019年4月20日,1,0, 太好了因為我想玩,"HotCool Game2019年4月20日親愛的玩家，
感謝您對《絕地求生M》的支持，我們很重視您的遊戲體驗。
若您未來有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5087,廖子齊,2019年4月20日,1,1, 給我台灣謝謝,
5088,死葛,2019年4月18日,1,0, 下載不了 sony xz2,"HotCool Game2019年4月26日親愛的玩家，您好！
我們對於您所遇到的登入問題感到十分抱歉，為了進一步協助您，請您提供我們問題詳情以及截圖，並將資料透過郵件發送至pubgm@hotcool.com.tw與我們聯繫，我們將會盡快為您調查。感謝您對《絕地求生M》的支持！"
5089,張登喭,2019年4月21日,5,0, 我超戲喜歡的,
5090,弘弘,2019年4月21日,1,0, 還我台灣國旗,
5091,阿燦,2019年4月21日,1,0, 給我正確的國旗,"HotCool Game2019年4月21日親愛的玩家：

關於您的問題，我們會幫您轉告相關單位做評估，也感謝您的建議與指教，若您有任何其他遊戲的問題，也歡迎至遊戲設定內的客戶服務或發電子郵件至pubg@hotcool.com.tw與我們聯繫。"
5092,詹恩奇,2019年4月20日,5,0, 信號蛋發射好玩,
5093,徐譁祐,2019年4月20日,5,0, 第一次就吃雞,
5094,陳信銘,2019年4月18日,5,0, PUBG終於出了！,
5095,婷妮柯,2019年4月18日,3,0, 為什麼我不能下載,"HotCool Game2019年4月26日親愛的玩家， 您好！

我們已於 Google Play 發佈了遊戲最新版本。請您前往 Google Play，更新 “更新”頁面以下載該遊戲程式。
 
若仍無法成功更新，請您確認以下事項：  
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 作業系統已更新
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI）

若您嘗試上述方法後問題依然存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5096,劉嬛娜,2019年4月19日,5,0, 未玩先讚,
5097,黃俊超,2019年4月19日,1,0, 根本沒辦法下載,"HotCool Game2019年4月20日親愛的玩家 ，您好！
我們對於您所遇到的登入問題感到十分抱歉，為了進一步協助您，請您提供我們問題詳情以及截圖，並將資料透過郵件發送至pubgm@hotcool.com.tw與我們聯繫，我們將會盡快為您調查。感謝您對《絕地求生M》的支持！"
5098,小單純,2019年4月20日,1,0, 你們體驗就知道了,
5099,林晉緯,2019年4月20日,1,0, 我都不能下載,"HotCool Game2019年4月20日親愛的玩家，您好!

《絕地求生M》 目前對於設備的最低要求如下：
Android:
 -作業系統: Android 5.1.1 或以上.
 -RAM:至少 2GB.

若您的設備已達以上要求但問題仍發生，還請您確認以下幾點：
- 允許應用程式權限 （Android 適用）
- 安裝遊戲於內存空間而並非 SD 卡（Android 適用）
- 作業系統已更新。
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 

若仍無法解決，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5100,陳翔太,2019年4月18日,5,0, 我愛PUBG!,
5101,邱奕騰,2019年4月20日,1,1, 為什麼沒台灣國旗,
5102,天貓,2019年4月19日,5,0, 還有些進步空間,
5103,oor guo,2019年4月20日,1,1, 請放台灣國旗,
5104,謝士平,2019年4月18日,5,0, 不要有外掛喔,
5105,呂竑諺,2019年4月21日,1,0, 為什麼我不能玩,"HotCool Game2019年4月21日親愛的玩家，
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5106,Sara Guo,2019年4月20日,3,0, 好不尊重台灣人,
5107,bolin li,2019年4月19日,3,0, 為什麼喔下載不了,"HotCool Game2019年4月26日親愛的玩家，您好！

感謝您寶貴的意見，我們很重視您的遊戲體驗。
若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5108,克杰第二頻道,2019年4月21日,5,0, 你說喔苦瓜,
5109,黃宥熹,2019年4月22日,1,0, 沒比FF好，啊國旗嘞,
5110,黃青松,2019年4月20日,5,0, 從前 我不賢,
5111,祝國軒,2019年4月18日,5,0, 好玩雖然佔位很大,
5112,陳柏杰實況,2019年4月18日,3,0, 這個遊戲不錯玩,"HotCool Game2019年4月26日親愛的玩家，您好！

很高興您喜歡我們的遊戲，得知玩家在我們的遊戲中有很好的體驗是我們最開心的事，有您的支持是我們團隊最大的動力來源。
歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至 pubgm@hotcool.com.tw 與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5113,陳黑輪,2019年4月19日,4,0, 為什麼沒台灣國旗,
5114,丁健伽,2019年4月20日,5,0, 左右的射擊鍵分不清楚,"HotCool Game2019年4月26日親愛的玩家，您好!

感謝您提供的寶貴建議！
我們已經記錄您的建議，《絕地求生M》開發團隊將會盡力為您解決，感謝您的耐心與支持！
若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5115,潘亮伍,2019年4月18日,1,0, 爛不能下窄拉,"HotCool Game2019年4月26日親愛的玩家， 您好！
目前 《絕地求生M》 於 Android 上的最低要求為：作業系統Android 5.1.1 或以上、RAM至少 2GB、更新至最新的Android系統、充足的內存空間（最少4GB）、訊號強且穩定的WIFI(若問題仍發生可嘗試使用其他WIFI）、後台並無運行其他應用程式。
如完成以上步驟仍未能成功下載我們的遊戲，您可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存、重新開機、於Google Play sotre下載最新版本的遊戲。若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5116,Timmy Chen,2019年4月19日,1,0, 哈哈活該被唾棄,
5117,Kevin Tsai,2019年4月21日,1,0, 玩個遊戲還需要用奧會會旗？,
5118,雪之綾,2019年4月19日,2,1, 台灣的國旗勒!說啊！,
5119,p仔歐,2019年4月20日,1,0, 唉 又是大陸版權,
5120,Lin Chihching,2019年4月20日,1,0, 沒台灣可以選,
5121,飾品達人,2019年4月20日,5,0, 是高層應該要,
5122,幻視,2019年4月18日,5,0, 趕快讓我玩,
5123,范范晉嘉,2019年4月20日,5,0, 比陸版好,
5124,酷埼,2019年4月19日,3,0, 終於有台灣版了,
5125,聰明阿聰,2019年4月19日,1,0, 沒有台灣國旗，只能一星,
5126,曹容彬,2019年4月18日,1,0, 下載不了是怎樣,"HotCool Game2019年4月26日親愛的玩家， 您好！
感謝您聯繫《絕地求生M》！ 

我們已於 Google Play 發佈了遊戲最新版本。請您前往 Google Play，更新 “更新”頁面以下載該遊戲程式。
 
若仍無法成功更新，請您確認以下事項：  
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 作業系統已更新
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI）

若您嘗試上述方法後問題依然存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5127,牛牛黑,2019年4月19日,1,0, 還須改進有點卡,"HotCool Game2019年4月20日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5128,蕭諺禧,2019年4月21日,4,0, 對手有點爛！,
5129,陳奕澄,2019年4月18日,5,0, 終於出手機版了,
5130,小諺,2019年4月19日,1,0, 垃圾狗幹遊戲,"HotCool Game2019年4月26日親愛的玩家，您好！
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5131,陳Ken,2019年4月18日,5,0, 跟電腦版好玩,
5132,grace Holy,2019年4月18日,5,0, 超贊太爽了,
5133,張翊楓,2019年4月19日,1,0, 沒有臺灣國旗！,
5134,吳吳宜樺,2019年4月19日,5,0, 喔課呢呢特股,
5135,diemthuy truong,2019年4月20日,5,0, 真的很好玩噢！,
5136,何玲玲,2019年4月21日,1,0, 爛爆了臺灣國旗呢,
5137,ST平凡人,2019年4月21日,5,0, 很棒，但是下載等太久了,
5138,陳兔寶,2019年4月21日,3,0, 臺灣的那個國立旗,
5139,美麗的早午餐,2019年4月20日,1,0, 為什麼一直閃退,"HotCool Game2019年4月21日親愛的玩家您好，我們很樂意為你解決任何你所遇到的問題。

為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。

若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5140,周鈺原,2019年4月20日,1,0, 隊友互相殘殺，not good,"HotCool Game2019年4月20日親愛的玩家，您好！

對於您所遇到的狀況，我們深感抱歉！

系統會自動偵測玩家在組隊模式中是否有傷害隊友行為，一旦偵測到有以上行為便會自動扣除信譽分。

■ 如果系統偵測到玩家在組隊模式中多次擊殺隊友，第一次扣除10分；如果7天內多次違規，則扣除的分數將隨次數遞升；10分*扣分係數（第一次係數為1，第二次係數為1.5，第三次及以後係數為3）
■ 如果系統偵測到玩家在組隊模式中擊殺隊友並被隊友舉報，第一次扣除20分，如果7天內多次違規，則扣除的分數將隨次數遞升；20分*扣分係數（第一次係數為1，第二次係數為1.5，第三次及以後係數為3）

※ 您可以在遊戲角色死亡後立即點擊左下方的【檢舉】舉報擊殺您的隊友。"
5141,ANDY江江,2019年4月19日,1,0, 我開不起來,"HotCool Game2019年4月26日親愛的玩家，您好！
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5142,徐可可,2019年4月19日,4,0, 從五月於有空,
5143,小恩,2019年4月19日,1,0, 我不能下戰,"HotCool Game2019年4月20日親愛的玩家 ，您好！
我們對於您所遇到的問題感到十分抱歉，為了進一步協助您，請您提供我們問題詳情以及截圖，並將資料透過郵件發送至pubgm@hotcool.com.tw與我們聯繫，我們將會盡快為您調查。感謝您對《絕地求生M》的支持！"
5144,hidden charm,2019年4月20日,1,1, 沒有國旗是怎樣啊,
5145,邱勤英,2019年4月21日,1,0, 還我台灣國旗,
5146,皮布朗,2019年4月21日,5,0, 我是台灣人,
5147,鍾直良,2019年4月22日,2,0, 卡到刪game,"HotCool Game2019年4月22日親愛的玩家，您好。
《絕地求生M》 目前對於Android的最低要求如下： 
-作業系統: Android 5.1.1或以上
-RAM:至少2GB

您的設備已達以上要求但問題仍發生，還請您確認以下幾點：
- 您的畫面設定已設為【低】和【流暢】
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的WIFI（若問題仍發生可嘗試使用其他WIFI）
希望以上方式能夠解決您的問題。 
若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5148,陳士凱,2019年4月19日,5,0, 我覺得很可以與,
5149,陳楷儒母湯_FreeFire,2019年4月20日,1,0, 垃圾大陸狗遊戲,
5150,張釜浩,2019年4月22日,1,0, 有夠難玩,"HotCool Game2019年4月22日親愛的玩家，您好。
我們相當重視玩家的遊戲體驗，如您在遊戲中有遇到任何問題，歡迎至遊戲設定內的客戶服務或發電子郵件至pubg@hotcool.com.tw與我們聯繫，也感謝您的建議與指教。"
5151,游樂樂,2019年4月21日,1,0, 沒臺灣國旗！,
5152,藍志宸,2019年4月22日,1,0, 破遊戲扯政治,
5153,郭志弘,2019年4月25日,1,0, 太蕩了 請修改,"HotCool Game2019年4月26日親愛的玩家，您好!
很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5154,陳學霆,2019年4月26日,1,0, 請用台灣國旗,
5155,夜酷古,2019年4月26日,1,0, 希望國旗改回來,
5156,史瑞克的臉都綠了,2019年4月26日,1,0, 青天白日滿地紅,
5157,超級小貓,2019年4月26日,1,0, 垃圾遊戲 當死了,"HotCool Game2019年4月27日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5158,廖旭昇,2019年4月27日,1,0, 沒有國旗直接無法,
5159,墮天使病態,2019年4月26日,1,0, 還我台灣國旗,
5160,曾玉婷,2019年4月28日,3,0, 都沒有臺灣國旗,
5161,戴城武,2019年4月27日,5,0, 比較喜歡陸版,
5162,楊俊雄,2019年4月28日,5,0, 我絕的超好玩,
5163,鄭宇陽,2019年4月30日,1,0, 為什麼我載不了啊,"HotCool Game2019年5月1日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5164,黃雪梅,2019年5月1日,5,0, 是很有趣喔,
5165,蜜橙!,2019年5月1日,5,0, 為什麼iphon不能下載,
5166,無名氏,2019年5月3日,1,0, 下載不了是怎樣,"HotCool Game2019年5月4日親愛的玩家， 您好！
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5167,謝承洋,2019年5月4日,1,0, 幹 侮辱台灣人啊,
5168,Vic Ku,2019年5月4日,5,0, 荒野行動 很好玩,
5169,鄧春梅,2019年5月4日,3,0, 機器人太多了！,
5170,呂室,2019年5月5日,1,0, 下載到一半卡了,"HotCool Game2019年5月5日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5171,黃宥嘉宥嘉,2019年5月7日,5,0, 我都不能玩,
5172,邱奕華,2019年5月8日,1,0, ios要好了沒阿,"HotCool Game2019年5月9日親愛的玩家您好，

目前該版本尚未開放，再麻煩您持續關注我們的社交平台：

- Facebook：https://www.facebook.com/PUBGMOBILE.TW.OFFICIAL/ 

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5173,candice chang,2019年5月7日,5,0, 不能自己換勿擾模式嗎😤,
5174,許麗雲,2019年5月12日,5,0, 這個遊戲太好玩了,
5175,趙俊威,2019年5月10日,1,0, 為什麼iphone不能玩,
5176,黃哈告,2019年5月11日,4,0, 更 可破開,
5177,賴世賢,2019年5月12日,1,0, 這個遊戲下載不了,"HotCool Game2019年5月12日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5178,紅衣兄弟,2019年5月11日,4,0, 開房間遇到外掛,"HotCool Game2019年5月12日親愛的玩家，您好！

很抱歉讓您遇到這樣的情況！
若遇此類情形，您可聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報。若確認有玩家進行遊戲時使用非法程式破壞遊戲環境，進而影響多數玩家的遊戲體驗，對此我們絕不姑息，並根據調查結果採取必要行動。

若您未來還有任何建議或想法，歡迎隨時透過遊戲設定內的客服或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
5179,小揚,2019年5月12日,5,0, 這遊戲超爛,
5180,Min Chia L.,2019年5月14日,1,0, 想賺臺灣錢，請先尊重臺灣，期待你們改善，謝謝,
5181,jacky Wu,2019年5月14日,1,0, 怎麼沒有台灣北京,
5182,Gy Gyy,2019年5月19日,4,0, 驕傲欸及愛國,
5183,小柳丁OuO,2019年5月19日,1,0, 甘霖娘下載不了,"HotCool Game2019年5月18日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5184,駱啟文,2019年5月18日,1,0, 我的為什麼不行下載,
5185,幻滅,2019年5月19日,1,0, 怎麼沒台灣國旗,
5186,顏銘宏,2019年5月15日,1,0, 乾XX的 品質爛的可以 媽的B ！！！,
5187,許氏,2019年5月17日,5,0, I love you baby,
5188,陳冠銘,2019年5月15日,1,0, 垃圾死廢物遊戲,
5189,煜烽林,2019年5月18日,1,0, 爛東西 根本進不去,
5190,阿人呢,2019年5月17日,5,0, 為什麼沒空投洞,
5191,楊仁維,2019年5月18日,1,0, 烂东西一直退,
5192,Yugg簡,2019年5月22日,1,0, 就是沒台灣國旗,
5193,Forrest Chen,2019年5月24日,1,0, 太多人機,
5194,齊克好強,2019年5月22日,2,0, 賺台灣人的錢連台灣國旗都沒有？,
5195,楊為朋,2019年5月31日,1,0, 爽當無課,"HotCool Game2019年5月31日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
5196,小香蕉,2019年5月26日,5,0, 我陪玩哥哥,
5197,蔡小清,2019年5月23日,1,0, 沒有中華民國國旗,
5198,彭憲汯,2019年5月28日,4,0, 比荒野還好玩,
5199,強者一定吃雞,2019年5月26日,2,0, 因為太耗空間了，請該進,"HotCool Game2019年5月27日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
5200,劉承諺,2019年5月25日,1,0, Taiwan number one!,
